x,y,w
3,6.558280547937652,0
3,6.644999566504227,1
3,7.550993800714317,1
3,6.2188126335724965,0
3,7.583490406056339,1
3,7.590961073174312,1
3,7.7335047818129565,1
3,7.30305934463942,1
3,5.7105285605023095,0
3,7.269014614239092,1
3,7.437568416442734,1
3,6.499411741148853,0
3,5.717136877155986,0
3,5.643514042336511,0
3,7.282659113246384,1
3,7.450397184326028,1
3,5.682247559517451,0
3,5.868918614035071,0
3,5.628906859846934,0
3,5.980967661818209,0
3,5.769283305938721,0
3,6.016791901475298,0
3,7.213633526185237,1
3,6.242224540565074,0
3,6.107065561223275,0
3,5.904100042656087,0
3,5.6776166686272544,0
3,6.426633925746063,0
3,5.616111101401305,0
3,6.3885789249980505,0
3,6.0340930238848465,0
3,5.847276101912523,0
3,5.983716886853324,0
3,6.1263113786529475,0
3,7.002351974805311,1
3,5.448137818806597,0
3,7.783910284751672,1
3,6.361958520660386,0
3,6.335446603127683,0
3,6.057590175051464,0
3,7.159875669322319,1
3,7.230388148052092,1
3,6.009893753373785,0
3,7.545325102576173,1
3,7.936923688211993,1
3,5.800789932556492,0
3,7.830218176205918,1
3,7.5361632317876195,1
3,5.880413757097746,0
3,6.199830839654817,0
3,6.690300002623255,0
3,6.048917193501041,0
3,7.318473856999256,1
3,6.162420849219169,0
3,7.885471301932522,1
3,6.955764496087142,1
3,6.915345090887851,1
3,5.860839573585331,0
3,5.384768571423165,0
3,7.637073983490022,1
3,5.710074257383209,0
3,6.015704544248741,0
3,6.304492868878223,0
3,5.811884018840686,0
3,7.573959779610022,1
3,5.855392337839439,0
3,5.992323670675815,0
3,6.110036163774202,0
3,7.107175476603462,1
3,6.076532646628701,0
3,7.4080122172002305,1
3,5.871913035661448,0
3,5.793625550387655,0
3,7.766037184651556,1
3,5.877136041506776,0
3,6.6805294728625695,0
3,7.057537363753816,1
3,5.917677166167594,0
3,7.516467460344331,1
3,6.445155929296349,0
3,7.158426103062243,1
3,5.58302266765164,0
3,5.593984569057872,0
3,5.801648063442581,0
3,6.037398482628622,0
3,7.813495042359438,1
3,7.409286046501594,1
3,6.245770075072962,0
3,5.600588429744935,0
3,6.350008575611757,0
3,6.31630479811571,0
3,6.574840113232005,0
3,7.817878541241312,1
3,7.744170107310024,1
3,7.65910203950083,1
3,7.320170471867934,1
3,7.476842902962515,1
3,5.87161828254713,0
3,7.445257819923959,1
3,6.190657042970338,0
