x,y,w
2.6993412507704155,7.53916944375495,1
2.02956309963576,3.621285482991106,0
3.2744850925668425,8.269872038669027,1
0.48718263302732656,0.8433381018590304,0
2.494058397025441,6.44045612274491,1
2.7091351516867492,6.914555912487834,1
2.7659596389727996,5.218779646913321,0
0.5520467624222638,2.6895312732588814,1
2.6617410993160737,4.771259088899327,0
2.2561540658550263,5.426931239300972,1
1.4223145175803669,3.1411338847856434,0
2.3315799984643655,4.587167339761763,0
1.8456297922197982,3.626044433351947,0
3.256166534921495,8.228110532167044,1
0.7409077717597241,2.8810162758604343,1
1.3426878335432941,2.906535492579113,0
1.1268083026445994,2.3479632906530385,0
3.107453690898316,7.452650564563697,1
2.3764516103488873,6.347802181749706,1
1.4081442930053143,2.9166432104962916,0
2.953642292235343,7.516580236922369,1
1.1763060786200321,2.6095449290841417,0
1.0077293247507666,1.6605902644754764,0
4.023070016790834,8.473338690865234,0
1.2715750379267496,4.0686942012096505,1
3.020748863655138,6.4433802988520394,0
2.495414052319471,5.1389725630631595,0
3.9245968685953105,8.128027882345057,0
2.1081360977109274,5.638944384875304,1
3.94128655540497,7.600680300575946,0
1.8427625059453627,5.098478326016299,1
2.4938610443114193,4.684637507859028,0
1.7693524285980122,3.2807335152906454,0
2.627571621470029,5.146907549554542,0
1.7145071840644333,4.600898020630245,1
-0.1947621022980215,-0.05486430308743523,0
4.227060760984539,8.245824582360777,0
1.65551617285015,3.4125348310542463,0
1.0798208408286518,2.0880188797191477,0
2.0831327989709862,5.665219275110599,1
1.098249638346339,2.228756860000716,0
0.9957807741282636,2.301760497124042,0
2.263486030797616,5.15280675039698,0
0.6720662585462862,2.632786896475727,1
3.058917610014439,6.9040292513621795,0
1.1908331459782748,2.3517329038856327,0
1.9242302475904491,4.878794769800747,1
2.364174090253728,4.383340638091468,0
2.126088793420656,4.2872506799301044,0
1.635045975987617,4.763594771750195,1
0.6206500433359827,0.5782794415652497,0
1.7159975041998397,3.273859198225782,0
1.0375316052958254,1.7726251894793834,0
-0.04145381678150706,1.6390151653140785,1
1.4554137182657456,3.3464273200121046,0
3.9594053713836512,7.639631278800387,0
2.508847902249918,5.130233608095053,0
2.513278347034199,4.746878604413784,0
1.5799946357535406,2.827876266501317,0
3.022768065382908,7.816224883704776,1
2.512509737615429,6.585643070886869,1
2.923981486098778,5.8835895649313965,0
-0.08513021999690817,-0.023135315562934272,0
1.0615557452277815,1.895465657697488,0
3.7713740936963513,9.188015036503193,1
4.119469035260555,7.985578248805258,0
0.22529134765012437,0.2585620056890612,0
2.7943402634169265,6.908312668996592,1
0.2554669475832758,0.27665622581401117,0
1.5621386457653095,4.284401312450109,1
2.7771826022014796,6.836105589300387,1
1.2581410831107345,2.274806771478654,0
1.6942802334658102,5.121663659388241,1
1.2179832187114656,2.952501433740121,0
0.9568029148586208,3.579771693933713,1
1.4042764287368503,4.251190760040969,1
1.893222821837399,3.3309631424462163,0
2.8038043225009734,5.238225511389253,0
3.235442061116612,7.64602438290406,1
1.258390206058562,4.270622296682404,1
2.518458065065765,6.5042973123349626,1
2.3105008807693936,5.8791154007746655,1
2.742808240035338,7.032704473334526,1
0.03856375014717495,2.0676788322385597,1
2.883582738110926,6.876286097340651,1
1.930786881875377,3.6111996124275167,0
1.7918144607283855,3.534605359800947,0
0.9381918584577096,2.183478195350726,0
2.488761392754877,5.6225954098581745,0
2.617235885454896,4.918462640371754,0
