x,y,w
-0.6467343844545345,-0.13112076110815396,0
-0.13256487439399275,-0.39147893246773935,0
-1.1269646375925992,-1.5010822392666048,0
-0.5227874967240426,1.3846882737628512,1
1.0483635789361123,1.4226905455443162,0
-0.49142821616283305,-0.646315621944911,0
0.2973119717803653,2.0024189774726624,1
-1.718440600288927,-0.922870817678541,0
-0.8789908557766835,-1.1544326271645904,0
-1.8213664666827716,-2.2221266297638964,0
1.1337362654113299,2.827699831972384,1
0.17655675020746267,-0.07560040458641756,0
0.9374694468981506,1.0777335210238999,0
-0.06314215038279283,-0.7514361337440094,0
-0.39430361747943854,0.2997007872930286,0
-0.7406592771287172,-0.47434120338988583,0
-0.14723571037656757,0.10978052394593807,0
-1.5175259139668387,-1.301198962589402,0
0.009978504918587433,0.01979239884369765,0
-0.3871884624797362,1.1485215755157918,1
0.41526300756971596,0.01647306061945386,0
-0.18812578908156424,0.7815602338350527,1
0.3900500578274593,0.5278479161436227,0
2.4113389437041164,2.2475159195399126,0
-1.2922739370659564,-1.0096895023874488,0
0.39682992914872656,-0.05816781330729209,0
0.8227011815485951,0.5039116846697014,0
-0.7222973435009254,-0.36173432812158457,0
-0.4777473213679808,-0.22063349645060915,0
1.45128303554833,2.027367278427973,0
0.9307561504708884,0.8779972285339561,0
-0.8918098249563822,0.2696124822487518,1
0.9907931189687502,0.4906974161548612,0
1.112030553854145,0.8179525806915031,0
-0.22717459265133563,-0.21141118414846605,0
1.0294501212924225,2.6481707052428716,1
-0.07686017605193242,1.5354637918282341,1
-0.5439092053011412,-0.5583594083740743,0
0.45862482195139714,1.5982503678458024,1
-0.3342679143152268,0.00919591378425616,0
-0.5911215003189046,0.028121259823768563,0
-0.07987311189749292,-0.020803101977329062,0
-2.3634071170008277,-2.112195422458341,0
-0.12249313978310392,-0.26385256034552007,0
0.5177710593918281,0.4756921344492053,0
1.6734947590654068,1.0818684274377475,0
-0.7172276475724346,-0.6450259944704885,0
1.0329848151811913,1.3764350857002976,0
-1.2507758138630676,-1.3224614342313148,0
3.1484710842005827,2.745861438172221,0
0.13915720712674415,1.5815646348671493,1
-1.8690419878048246,-0.4318190915964142,1
1.299421170354412,1.6897268111175676,0
-0.2419112926195438,1.0581426940724596,1
-3.5909881332636955,-3.4755797138846334,0
1.560312606413465,1.9065483133539867,0
0.021668271951042574,0.3160598355382235,0
-1.087759267791102,-1.3105394795791403,0
-0.05825774137546052,-0.12752624248672806,0
0.7842791495443041,0.8332674211246682,0
-0.9076601332419024,-0.8879782537475848,0
-1.5069507148824108,-1.3207092066377073,0
1.3224862262296146,1.764690051537185,0
-2.006551083591888,-1.6324514530723204,0
-0.7690750868041382,-0.7642087987279005,0
2.7158148913496682,2.9374716211281973,0
-0.6102863825623446,-0.6816206904510097,0
-0.2908197451248719,-0.3029348866563368,0
-0.0445308074754697,1.4296291733681086,1
0.39561952666961975,0.3335804971622303,0
-0.5913840023430472,0.6879404583981429,1
0.7511482996503667,0.7688822034207317,0
0.31106042642556153,0.03793865851281686,0
1.5673855443198976,1.8998402724249923,0
0.2473942264975365,0.5057158888208227,0
0.4917192646890014,2.2601559404522353,1
-0.5718420924004874,-0.43587343603693074,0
-1.0423212376225433,0.09062208376066522,1
-0.15538091828322909,0.3176312178774202,0
1.3433599573378798,1.4606976351761942,0
-0.5056476321403837,-0.5535765681049408,0
0.4168232139628827,0.36656644701491903,0
-1.2932224127324912,-0.34120255068829863,1
-0.4012084477524588,-0.36051118325413845,0
0.302053304516144,0.8277529990909165,0
0.1261097652888238,-0.5421821399110591,0
0.2275849727806805,0.5037814720429046,0
0.7580083026750377,1.1581389634342085,0
-0.6577720555538317,-0.8176187646576283,0
0.3783061705393341,0.2307852859632433,0
-0.19853773021859528,0.07687796271090741,0
-1.3294698775416378,-1.1869921838611759,0
-1.5520856126184928,-1.7267639379066397,0
-0.6690286866641169,-0.6421970551383136,0
-0.12242662574507153,-0.5483972362602021,0
0.7116515682588015,0.7438981411796212,0
0.8813235923442923,0.9959660368467959,0
-0.19120193436262772,-0.23288589872329823,0
0.3170434181077355,2.538277026529638,1
0.6811166969147551,0.25052513546406513,0
