x,y,w
2.566756000077456,5.398257344072134,0
1.4596460695136424,5.2619317597697295,1
2.1814371709848066,5.000386873577167,0
1.8874557043015407,5.553365722578513,1
3.332502519963617,7.282956379677355,0
3.605109425027112,8.43432844204159,1
2.5589810906566646,5.7572398697550184,0
2.1794674618933736,4.858235610422341,0
2.860894619497129,5.932444670049748,0
2.263953703887796,5.0172333330975585,0
1.725651676120843,5.8201790355217025,1
0.9189575594547399,2.5930787479069215,0
3.0408170850641527,6.370972320168546,0
1.342563887584415,2.830111303449348,0
1.6842405757292216,4.0073830600485065,0
2.569161306583662,7.141796080187591,1
1.9140619202565976,6.00057897089149,1
2.6208904850888404,7.296571608083304,1
3.5881402571155108,9.471939442058815,1
2.4596344868838202,7.14669773506102,1
2.3836373270579596,4.915194139200676,0
2.4945192451133855,5.001030290314548,0
4.629320686017782,11.397130169062567,1
1.0576975826342858,4.141255213762636,1
1.8807048045385442,5.265628731607632,1
0.7917923172877332,1.9553633613261692,0
2.3066975197653807,5.275280774353314,0
3.9014612151425627,7.980919359252512,0
2.992992203537158,6.5798375479090305,0
0.8633485820835565,1.9762846472819582,0
0.4122083452996159,0.7781744862581987,0
3.4641519153726525,9.119525960363282,1
3.7501039707626886,7.270913576220028,0
3.5571829809711772,9.19598910571632,1
2.0962476596019526,4.254248068939831,0
2.3517551645369856,6.974924236243676,1
2.624830390127957,5.508453450814324,0
1.6109997068270137,3.5800443377724442,0
3.5183110352318687,9.173500384332698,1
2.7627164705207514,6.122680489017454,0
0.7354648713008982,1.363222308751603,0
2.8579562152891986,5.818385655335519,0
1.3836403394919046,2.821613380184945,0
1.1853679317673036,4.797239708770251,1
1.525430095000577,3.786559191755187,0
2.9360639133671675,6.312942606969828,0
0.765078190327753,3.1224516346991025,1
2.759708523151306,7.338349024747789,1
0.6257161401502565,1.7400086574425029,0
1.3400782250086611,4.552518748330097,1
0.9103664485845764,3.542120074552501,1
1.9649817455609098,6.010292453531797,1
2.6668946467910937,5.432480633093918,0
2.2022769919280116,6.230064010039422,1
1.824945410966637,5.031516950268294,1
1.8870519856325643,5.870177497229317,1
3.485375767988609,7.415320285851184,0
0.3566404179278928,0.9071173965022091,0
1.3277683552782262,2.4583198935479533,0
2.8917412049427504,7.961239876165509,1
2.245890646946627,4.427527361260985,0
1.618540572629128,3.5365524733075016,0
2.4189507831176003,6.165355198132381,1
4.20081704037094,8.956297209671835,0
2.184558668075277,5.266010824565647,0
2.6408188945942768,6.908454260204855,1
1.3984904264919562,4.878179423294894,1
2.365328039657598,6.472983418314625,1
0.6668935116060544,1.4069176768562288,0
1.5856343000350372,3.405439066570183,0
1.8408012731972194,3.6080351664685155,0
2.3898299146658446,4.951880504130529,0
0.34325911713335033,0.8411256345487252,0
1.3610660120379805,3.0577636141249247,0
2.3315085276072955,6.660178519835106,1
2.1507970524983198,6.19383011267724,1
1.8826168800358558,6.050250160738338,1
1.4092061822259918,3.0168376682831006,0
1.5982142453772596,3.5739545352527418,0
1.853133702543016,3.8275684587912306,0
0.9019597487511322,3.872610836596888,1
0.28049483015341714,1.371520782960038,0
3.3187946523360345,7.438362503577283,0
1.7124053619551134,3.6730979046260135,0
1.627531975213729,3.704380571902351,0
3.297793970008963,6.974296958272787,0
0.16968715646250931,1.9441301138836375,1
2.8630535143501965,5.969925051508849,0
1.1116768937924308,4.009779166797703,1
0.4410923232942041,0.5752699933701579,0
2.167035056247544,6.336952725793637,1
3.331162300054744,7.366309725592117,0
2.0427402962408903,4.5294049745172655,0
1.5192345430139695,3.411839342707495,0
1.69887788364422,3.2347267600749467,0
1.7596578324631482,4.095892413068559,0
2.450156089251966,5.527793679891834,0
1.6718100011835362,3.4132642969365006,0
1.3961148400597279,2.5705840755301037,0
3.3278389100556107,6.798137854514282,0
