x,y,w,u
1.3005446833565588,5.5739080761471635,1,0.5
1.659601345981089,4.099360184397724,0,0.5
2.5440536265448763,6.547346535266101,0,0.5
2.3059238600342784,7.386946614080064,1,0.5
2.060161027669601,6.18809184974121,1,0.5
2.171196439335391,7.03111392094642,1,0.5
1.805702379148614,6.431987379859169,1,0.5
1.852066831085353,4.923195006372726,0,0.5
0.6508451191537439,2.694179954101046,0,0.5
3.489665500447617,8.540845293298453,0,0.5
2.8330422498329426,6.061547002422875,0,0.5
1.8171366753017995,5.314844388500082,0,0.5
1.155784208647316,3.3347554262800974,0,0.5
0.8388882937304794,3.1538049214861044,0,0.5
3.277370309466066,7.497783440370661,0,0.5
1.6294657389449343,4.532950368311645,0,0.5
3.0148257839366743,8.375273309370973,1,0.5
0.9412126097790783,4.194606368682096,1,0.5
1.5944512715482009,3.957498102897339,0,0.5
2.0476086297484404,5.243402989570069,0,0.5
-0.6686158187697337,0.12985744067045846,0,0.5
3.1370253452583423,8.861021416597568,1,0.5
2.0812585302961173,6.252346355284821,1,0.5
2.8812144939360613,6.701099345397238,0,0.5
2.155931833854447,6.871103720611381,1,0.5
0.6422546338710451,2.1179952125374966,0,0.5
2.9429885097959425,8.125076896211985,1,0.5
2.0864624489125596,5.370398997840777,0,0.5
2.5510226791403197,7.558973537516534,1,0.5
1.2743302583562515,3.4650391432663774,0,0.5
3.733520354832282,8.675975788507625,0,0.5
2.7097864826211406,8.371338929715694,1,0.5
1.7716077202916931,5.9218223174879645,1,0.5
3.6875956153200335,9.74036215693375,1,0.5
1.3375752469463051,4.168694848720981,0,0.5
2.594085821403286,7.728638849616035,1,0.5
1.2604138925680646,3.24642445031754,0,0.5
1.3684667593737916,5.480085425124704,1,0.5
3.0395218313230594,8.913015700129014,1,0.5
1.9055997933350253,6.686399630154826,1,0.5
0.671516869838301,3.7060784766156676,1,0.5
1.7656442219301347,5.935660022340958,1,0.5
2.3049397047112743,6.980709302475305,1,0.5
1.1523350527775902,3.087858722407714,0,0.5
1.0107496214154872,4.478157486141076,1,0.5
1.0416942127155115,3.3263811091257613,0,0.5
2.3754724492701715,7.196820128990244,1,0.5
1.7829322641257,6.455138297126584,1,0.5
3.7692875345590604,10.056996867661356,1,0.5
3.8147491423861055,10.25726619262232,1,0.5
0.3844047499034531,2.1779719131741184,0,0.5
1.6090148767036594,5.9001593897968565,1,0.5
1.862591957715881,6.247057646974202,1,0.5
2.6678432853113145,7.134209871823019,1,0.5
0.6074766897864832,2.3874530579327087,0,0.5
2.6016336668258107,5.891381478596898,0,0.5
1.9689903139722542,5.210388663113579,0,0.5
0.8184218543123303,3.1942266604828413,0,0.5
1.6866111278259985,5.822218790857055,1,0.5
2.5234645852823423,5.858272376614373,0,0.5
0.9998688076637381,3.1785976201409225,0,0.5
2.143123864206986,4.675278549597332,0,0.5
3.1130850204807663,8.998469484046005,1,0.5
2.658469696453217,7.606143322585517,1,0.5
3.4451376872025747,9.566085368003089,1,0.5
3.1922230031645045,7.103025401094122,0,0.5
1.3590110437051286,3.920381249274517,0,0.5
2.1535388120741956,6.382050069181347,1,0.5
2.6365623189103395,7.678119457106887,1,0.5
3.722025298600661,10.206441663832434,1,0.5
3.664771805406542,8.614106668909397,0,0.5
0.602784006605116,4.681569024485056,1,0.5
1.7915568330210732,5.706475383118921,1,0.5
1.3685111086013277,3.741117498919699,0,0.5
2.661414903025781,8.069161635969131,1,0.5
0.818987033521122,2.5866322486756284,0,0.5
2.8081545050691625,6.396529344848168,0,0.5
2.6107585809209786,5.861957771224008,0,0.5
2.2445592571927278,7.282478221342992,1,0.5
3.065260685548453,7.149849655174812,0,0.5
2.113462521561437,5.40087773834613,0,0.5
2.0005591946309687,4.439196990933462,0,0.5
3.1046387911214763,8.956191637830322,1,0.5
0.8346257283760967,3.843564379933766,1,0.5
2.31297358444879,7.22480746511436,1,0.5
2.729808719743808,6.5725200988983605,0,0.5
1.1425309615012096,4.411311353136205,1,0.5
2.9106509299313834,6.645308150954109,0,0.5
1.4027024629723963,5.302443679103209,1,0.5
3.6065492657014837,9.909671282315234,1,0.5
2.642073234084366,6.388815983602289,0,0.5
1.5908170042831493,5.713990489257869,1,0.5
3.0002891215863468,8.98673294430738,1,0.5
3.4627626504902587,9.448084585714877,1,0.5
3.584040490546963,8.530946034941593,0,0.5
3.2271797884481117,8.898625647601136,1,0.5
2.8808711123096034,6.720436487537652,0,0.5
1.3979021720478761,3.372656358313762,0,0.5
1.5086063286965894,6.336237643110605,1,0.5
3.202345032423602,7.6618817899641405,0,0.5
