x,y,w,u
1.5307316596826601,4.1621539532522975,0,0.4412102922755149
2.2662913290748516,5.862382063343258,0,0.4412102922755149
0.6583173465123784,1.696035664589945,0,0.4412102922755149
2.5906622406250874,5.95824903184045,0,0.4412102922755149
2.7978019422689493,7.764825517267522,1,0.4412102922755149
0.7843869438736497,2.2575251134291965,0,0.4412102922755149
1.1221511852236716,4.8533668867866915,1,0.4412102922755149
2.5419657564097577,5.970029022132414,0,0.4412102922755149
2.4101051655798367,6.91038032013901,1,0.4412102922755149
3.5364432820849236,8.148800301931274,0,0.4412102922755149
3.5806904209982156,8.130482279073073,0,0.4412102922755149
2.2531518499196186,6.836473530265384,1,0.4412102922755149
2.1696281284253818,5.063859558572907,0,0.4412102922755149
2.643509307944366,6.6979919166609125,0,0.4412102922755149
3.105634389263844,7.335739599909428,0,0.4412102922755149
2.342813206737113,6.746176141799647,1,0.4412102922755149
0.7285363302740775,3.765587291894993,1,0.4412102922755149
2.0204085916576773,6.575869032263757,1,0.4412102922755149
1.7971742851959347,4.547548870356722,0,0.4412102922755149
3.256880376070551,7.153881383261449,0,0.4412102922755149
2.8378064177237423,7.905281773080618,1,0.4412102922755149
2.5477681669049326,5.6240669417432665,0,0.4412102922755149
1.9021553925252042,5.094399347553659,0,0.4412102922755149
1.6900205058573015,5.858859780719486,1,0.4412102922755149
1.0035584062301117,4.448743436219179,1,0.4412102922755149
1.8165889489283866,5.103904085864435,0,0.4412102922755149
2.6497753526289816,7.927189311782318,1,0.4412102922755149
3.1165685236978184,6.31213102760035,0,0.4412102922755149
1.8132963794844499,4.832523801358737,0,0.4412102922755149
3.319175905481369,8.532458446425169,1,0.4412102922755149
0.9412085005188411,4.829042480144544,1,0.4412102922755149
3.005063459669252,8.358588141119899,1,0.4412102922755149
1.583554970594184,3.5853355868079446,0,0.4412102922755149
0.5669274429662274,2.0333558585915577,0,0.4412102922755149
1.0554946672498502,4.582006010197086,1,0.4412102922755149
2.441714546350641,5.517273761506056,0,0.4412102922755149
2.6331377685306876,7.073024423074369,1,0.4412102922755149
0.5962719629033131,3.4103579294011563,1,0.4412102922755149
2.2522140555236545,5.131571144062862,0,0.4412102922755149
0.573335529475735,2.101553019198618,0,0.4412102922755149
3.330180592305957,7.205029514552922,0,0.4412102922755149
2.787589428228826,6.221581911097277,0,0.4412102922755149
2.200003997701072,5.066524197051841,0,0.4412102922755149
1.7610784592559652,6.099993543608552,1,0.4412102922755149
-0.11926793172999073,0.5262500661456334,0,0.4412102922755149
1.4667629772872735,3.7659682568698236,0,0.4412102922755149
0.44300629106725786,1.8216584654278007,0,0.4412102922755149
2.299664956349765,5.533492418168848,0,0.4412102922755149
2.140443248470937,4.8241073314848455,0,0.4412102922755149
2.5802826596557207,8.034004053190408,1,0.4412102922755149
2.775562381263053,8.094967425597252,1,0.4412102922755149
0.8068448171007154,2.6924652658866566,0,0.4412102922755149
1.6160919784208247,3.4091072847901804,0,0.4412102922755149
3.2799397106437214,7.454182318756344,0,0.4412102922755149
2.434858579166531,7.240748638534818,1,0.4412102922755149
3.0008599031003245,7.885035622847366,1,0.4412102922755149
2.3054282916619986,5.493969841929224,0,0.4412102922755149
1.294865967922539,5.0952074298956,1,0.4412102922755149
2.0410932955192505,5.024496321074435,0,0.4412102922755149
0.8885321656548455,2.4154651815052377,0,0.4412102922755149
2.2098361795200328,4.967102977958236,0,0.4412102922755149
0.4271077686790312,3.529149757614907,1,0.4412102922755149
2.0728972684168423,6.037329756712193,1,0.4412102922755149
2.7756020727028243,6.7321098153004675,0,0.4412102922755149
